,Year_Birth,Education,Income,Recency,NumWebVisitsMonth,Complain,Response,RelStatus,amountSpent,numOfPurchases,numOfMinorsHome,prvAcceptedCampaigns,dateCust,dateCustYear,custAge
881,1975,Graduation,35797.0,16,8,0,0,Coupled,68,7,1,0,2012-10-16,2012,37
882,1975,Graduation,36627.0,78,5,0,0,Single,16,4,2,0,2013-07-23,2013,38
883,1981,2n Cycle,51111.0,83,6,0,0,Coupled,55,7,2,0,2014-06-19,2014,33
884,1972,PhD,86857.0,96,2,0,1,Single,2114,22,0,0,2012-09-12,2012,40
885,1970,PhD,82072.0,67,1,0,0,Coupled,2018,19,0,0,2013-07-02,2013,43
886,1953,PhD,46231.0,87,9,0,0,Single,263,15,3,0,2012-11-26,2012,59
887,1959,Graduation,42243.0,34,7,0,0,Coupled,55,7,2,0,2013-12-11,2013,54
888,1962,Graduation,51195.0,46,8,0,0,Coupled,564,24,2,0,2013-04-01,2013,51
889,1978,Master,68092.0,7,5,0,0,Single,1281,20,0,0,2013-12-16,2013,35
890,1973,Graduation,31814.0,73,9,0,0,Coupled,83,7,1,1,2013-02-09,2013,40
891,1965,Master,51390.0,54,5,0,0,Single,353,18,2,0,2012-09-08,2012,47
892,1983,Graduation,76630.0,93,1,0,0,Coupled,1003,25,0,0,2014-01-14,2014,31
893,1991,Basic,26868.0,52,7,0,0,Single,14,4,1,0,2014-04-30,2014,23
894,1943,PhD,48948.0,53,6,0,1,Single,902,24,0,1,2013-02-01,2013,70
895,1972,PhD,55260.0,81,6,0,0,Single,1139,25,1,0,2012-12-12,2012,40
896,1956,Graduation,64090.0,8,5,0,1,Coupled,797,20,1,0,2013-08-07,2013,57
897,1958,Graduation,78331.0,97,4,0,0,Single,1638,25,1,0,2014-01-23,2014,56
898,1974,PhD,37087.0,50,6,0,0,Coupled,401,17,1,0,2013-08-11,2013,39
899,1986,Graduation,21846.0,38,8,0,0,Single,84,11,1,0,2013-10-22,2013,27
900,1958,Graduation,81320.0,61,2,0,0,Coupled,928,18,0,0,2013-02-06,2013,55
901,1970,Graduation,54137.0,46,6,0,0,Single,203,11,1,0,2013-08-16,2013,43
902,1967,Graduation,66825.0,73,2,0,0,Coupled,858,16,0,0,2013-07-14,2013,46
903,1973,Graduation,57100.0,19,3,0,0,Coupled,409,13,0,0,2013-12-04,2013,40
904,1969,Graduation,58917.0,10,5,0,0,Coupled,282,16,3,0,2013-03-24,2013,44
905,1977,Graduation,85072.0,94,0,0,0,Single,1423,18,0,0,2014-04-09,2014,37
906,1961,Graduation,86429.0,10,2,0,1,Single,1449,18,0,1,2013-11-21,2013,52
907,1971,Graduation,45684.0,37,7,0,0,Single,28,4,1,0,2013-12-02,2013,42
908,1974,Graduation,47889.0,94,5,0,0,Coupled,67,6,1,0,2014-01-04,2014,40
909,1986,PhD,45921.0,23,4,0,0,Coupled,199,10,0,0,2014-03-10,2014,28
910,1966,PhD,78420.0,75,1,0,0,Single,1453,22,0,0,2013-06-29,2013,47
911,1992,Graduation,75114.0,40,2,0,0,Coupled,1253,19,0,0,2013-11-07,2013,21
912,1963,PhD,52278.0,24,8,0,1,Single,1198,31,1,0,2013-01-25,2013,50
913,1972,Master,35641.0,11,7,0,1,Coupled,178,10,1,0,2013-07-14,2013,41
914,1994,Graduation,95529.0,29,3,0,1,Single,1990,18,0,1,2012-12-03,2012,18
915,1954,Graduation,62820.0,51,1,0,0,Coupled,976,14,0,0,2013-05-11,2013,59
916,1960,Master,73113.0,86,2,0,0,Coupled,1001,15,0,0,2013-12-26,2013,53
917,1982,PhD,84169.0,9,3,0,1,Coupled,1919,20,0,2,2013-08-07,2013,31
918,1954,2n Cycle,42607.0,30,3,0,0,Single,350,14,1,0,2013-11-17,2013,59
919,1954,PhD,74637.0,73,3,0,0,Single,1650,25,0,1,2013-05-18,2013,59
920,1955,PhD,46015.0,25,7,0,0,Coupled,46,5,2,2,2014-04-13,2014,59
921,1993,Graduation,72354.0,67,1,0,0,Single,1228,19,0,0,2013-04-17,2013,20
922,1969,Master,39858.0,67,6,0,1,Single,95,7,1,0,2013-01-24,2013,44
923,1948,PhD,34469.0,58,4,0,0,Coupled,62,9,2,0,2014-05-04,2014,66
924,1986,Graduation,83033.0,82,5,0,0,Coupled,1761,26,1,1,2014-05-18,2014,28
925,1979,Master,24401.0,98,8,0,0,Coupled,467,16,0,0,2012-08-31,2012,33
926,1978,Graduation,77583.0,93,2,0,0,Coupled,1149,19,0,1,2014-02-10,2014,36
927,1982,2n Cycle,74116.0,53,2,0,0,Single,2052,19,0,1,2013-12-30,2013,31
928,1993,Graduation,74293.0,66,2,0,0,Single,1127,16,0,0,2014-05-04,2014,21
929,1976,PhD,68397.0,6,3,0,0,Coupled,1416,21,1,0,2013-11-17,2013,37
930,1974,PhD,79632.0,42,2,0,0,Coupled,1113,20,0,0,2014-04-08,2014,40
931,1989,Graduation,46107.0,78,3,0,0,Single,125,7,1,0,2014-02-10,2014,25
932,1951,PhD,64950.0,29,7,0,0,Single,966,25,1,1,2012-08-12,2012,61
933,1989,Basic,25443.0,82,8,0,0,Coupled,32,5,1,0,2012-12-22,2012,23
934,1952,Graduation,75127.0,92,1,0,0,Single,833,19,0,0,2014-05-22,2014,62
935,1971,PhD,32892.0,78,8,0,0,Coupled,46,8,1,0,2014-05-25,2014,43
936,1971,Graduation,71796.0,54,4,0,0,Coupled,960,17,0,0,2013-10-24,2013,42
937,1970,PhD,67536.0,45,8,0,0,Coupled,1829,30,1,1,2013-05-22,2013,43
938,1971,Graduation,55239.0,59,5,0,0,Single,779,26,1,0,2013-07-14,2013,42
939,1975,PhD,60554.0,8,6,0,0,Single,811,23,1,0,2013-08-09,2013,38
940,1952,2n Cycle,64831.0,51,6,0,0,Single,1120,22,2,0,2013-06-10,2013,61
941,1962,PhD,56067.0,51,5,0,0,Coupled,725,20,1,0,2013-07-20,2013,51
942,1983,Graduation,82025.0,76,1,0,1,Single,1187,12,0,1,2013-05-28,2013,30
943,1953,Graduation,94384.0,62,2,0,1,Coupled,2302,18,0,3,2013-03-04,2013,60
944,1986,Basic,14906.0,86,7,0,0,Single,66,9,0,0,2012-12-22,2012,26
945,1987,PhD,51563.0,60,8,0,0,Coupled,1250,19,0,2,2012-10-01,2012,25
946,1982,2n Cycle,57937.0,56,3,0,0,Coupled,683,20,1,0,2014-02-16,2014,32
947,1979,Graduation,68274.0,83,3,0,0,Single,305,13,2,0,2013-09-30,2013,34
948,1977,Graduation,39771.0,92,4,0,0,Coupled,50,6,1,0,2013-12-06,2013,36
949,1975,2n Cycle,67893.0,31,8,0,0,Single,995,16,1,0,2012-10-01,2012,37
950,1979,PhD,27922.0,80,4,0,0,Coupled,41,6,1,0,2014-05-10,2014,35
951,1976,PhD,52190.0,39,5,0,0,Coupled,77,9,2,1,2014-05-08,2014,38
952,1973,Master,44051.0,20,6,0,1,Single,171,12,2,0,2013-01-29,2013,40
953,1971,PhD,42767.0,53,8,0,0,Single,131,7,2,0,2013-05-11,2013,42
954,1976,Master,46106.0,84,6,0,0,Coupled,54,5,2,0,2014-05-11,2014,38
955,1976,PhD,16927.0,50,8,0,0,Coupled,53,12,2,0,2013-02-10,2013,37
956,1965,Graduation,59754.0,96,5,0,1,Coupled,475,16,1,0,2012-12-01,2012,47
957,1952,Graduation,53700.0,94,5,0,0,Single,694,22,1,0,2012-08-17,2012,60
958,1973,Graduation,59041.0,25,5,0,0,Coupled,96,8,2,0,2014-05-07,2014,41
959,1957,PhD,54237.0,48,6,0,0,Single,361,16,1,0,2013-04-27,2013,56
960,1967,Graduation,70647.0,65,2,0,0,Single,1079,26,1,0,2012-09-21,2012,45
961,1962,PhD,52597.0,69,5,0,0,Single,578,20,1,0,2014-05-07,2014,52
962,1969,Master,41021.0,12,6,0,1,Coupled,64,7,1,0,2012-12-30,2012,43
963,1975,PhD,40233.0,84,6,0,0,Coupled,149,13,1,0,2013-10-14,2013,38
964,1980,Graduation,50183.0,47,5,0,0,Coupled,231,17,2,0,2014-06-25,2014,34
965,1959,Graduation,54753.0,87,4,0,0,Coupled,728,21,1,0,2013-09-12,2013,54
966,1973,Graduation,92955.0,35,2,0,1,Coupled,1778,23,0,2,2013-08-19,2013,40
967,1973,Graduation,33471.0,47,7,0,0,Coupled,93,10,1,0,2012-10-12,2012,39
968,1974,PhD,34596.0,48,8,0,1,Coupled,23,4,1,0,2013-04-13,2013,39
969,1980,Graduation,44010.0,46,9,0,0,Coupled,662,24,1,0,2012-10-13,2012,32
970,1988,Graduation,84219.0,27,1,0,0,Coupled,1198,18,0,0,2014-02-02,2014,26
971,1968,PhD,40706.0,37,7,0,0,Coupled,81,11,3,0,2013-01-17,2013,45
972,1988,2n Cycle,15716.0,8,8,1,0,Coupled,92,10,1,0,2012-11-12,2012,24
973,1959,2n Cycle,59052.0,29,5,0,0,Single,491,18,1,0,2013-11-17,2013,54
974,1971,Master,80573.0,85,2,0,0,Coupled,1564,24,0,0,2012-10-14,2012,41
975,1962,Graduation,83715.0,2,0,0,0,Coupled,926,24,0,0,2014-02-03,2014,52
976,1959,Master,82576.0,66,1,0,0,Coupled,1910,19,0,1,2012-08-01,2012,53
977,1965,Master,56962.0,60,7,0,0,Coupled,411,21,3,0,2013-10-11,2013,48
978,1952,Graduation,35704.0,54,4,0,0,Coupled,94,9,2,0,2014-01-03,2014,62
979,1954,Graduation,53103.0,70,7,0,0,Coupled,1085,28,1,1,2013-09-12,2013,59
980,1960,2n Cycle,46779.0,55,4,0,0,Single,23,4,2,0,2013-07-12,2013,53
981,1965,Graduation,4861.0,20,14,0,0,Single,6,0,0,0,2014-06-22,2014,49
982,1979,Master,33462.0,78,7,0,0,Single,54,6,1,0,2013-08-07,2013,34
983,1978,Graduation,63693.0,63,6,0,0,Single,1150,29,1,0,2013-10-14,2013,35
984,1950,Graduation,80763.0,17,3,0,1,Coupled,1415,23,0,2,2013-08-15,2013,63
985,1974,PhD,65352.0,43,4,0,0,Coupled,405,16,1,0,2013-08-21,2013,39
986,1978,PhD,82170.0,13,2,0,0,Coupled,1908,19,0,0,2013-11-25,2013,35
987,1969,Graduation,75759.0,46,5,0,1,Coupled,2486,26,0,3,2013-10-25,2013,44
988,1976,2n Cycle,79689.0,65,2,0,0,Single,1315,27,0,0,2013-05-12,2013,37
989,1956,PhD,35340.0,1,5,0,0,Single,45,7,2,0,2014-06-29,2014,58
990,1954,Graduation,85683.0,6,1,0,1,Single,1789,17,0,4,2014-03-21,2014,60
991,1972,2n Cycle,24884.0,32,7,0,0,Coupled,19,4,1,0,2012-11-29,2012,40
992,1981,Master,42021.0,34,9,0,0,Coupled,573,22,1,1,2012-08-31,2012,31
993,1989,Graduation,64449.0,70,4,0,0,Single,805,24,1,0,2014-02-18,2014,25
994,1954,Graduation,64587.0,49,3,0,0,Single,108,8,2,0,2014-06-22,2014,60
995,1995,Graduation,34824.0,65,6,0,0,Single,23,4,0,0,2014-03-26,2014,19
996,1978,Graduation,75437.0,25,6,0,0,Coupled,1493,23,0,1,2013-11-09,2013,35
997,1957,Graduation,26091.0,84,5,0,0,Coupled,89,9,2,0,2014-02-25,2014,57
998,1973,Graduation,52845.0,7,6,0,0,Coupled,936,25,1,1,2013-08-13,2013,40
999,1956,Graduation,46086.0,34,4,0,0,Single,343,16,1,0,2013-11-03,2013,57
1000,1956,PhD,78028.0,38,7,0,1,Single,528,20,1,2,2012-09-10,2012,56
1001,1987,PhD,95169.0,1,1,0,1,Single,1901,12,0,2,2013-10-09,2013,26
1002,1981,2n Cycle,56337.0,25,8,0,1,Coupled,724,22,2,2,2013-03-27,2013,32
1003,1987,Graduation,22434.0,25,8,0,0,Coupled,58,7,1,0,2013-02-13,2013,26
1004,1954,PhD,36930.0,50,8,0,0,Coupled,297,16,1,0,2013-05-17,2013,59
1005,1954,Graduation,36130.0,46,4,0,1,Single,488,21,1,1,2013-02-02,2013,59
1006,1953,Master,65569.0,96,3,0,0,Coupled,859,23,1,0,2012-11-05,2012,59
1007,1952,Graduation,83844.0,57,1,0,0,Coupled,1574,20,0,1,2013-05-12,2013,61
1008,1968,Graduation,19514.0,47,8,0,0,Coupled,69,10,2,1,2014-01-26,2014,46
1009,1963,PhD,36736.0,52,6,0,0,Single,17,4,2,0,2013-05-10,2013,50
1010,1979,Graduation,77568.0,30,5,0,0,Coupled,2194,21,1,3,2012-08-25,2012,33
1011,1976,PhD,49187.0,63,2,0,0,Coupled,116,8,1,0,2014-01-11,2014,38
1012,1978,Graduation,30168.0,51,9,0,0,Single,279,18,1,0,2013-03-07,2013,35
1013,1968,Master,34053.0,14,8,0,0,Coupled,103,7,1,0,2012-09-10,2012,44
1014,1971,Master,38196.0,20,5,0,0,Coupled,44,9,2,0,2014-04-18,2014,43
1015,1951,Master,59412.0,56,3,0,0,Coupled,406,15,0,0,2014-04-19,2014,63
1016,1965,2n Cycle,70924.0,41,3,0,0,Coupled,1363,20,0,1,2014-04-07,2014,49
1017,1969,Graduation,54165.0,72,2,0,0,Coupled,236,11,0,0,2013-05-28,2013,44
1018,1973,Graduation,32300.0,1,8,0,0,Coupled,39,5,1,0,2013-01-03,2013,40
1019,1976,Graduation,20180.0,27,7,0,0,Single,137,8,0,0,2013-02-20,2013,37
1020,1973,Graduation,34961.0,77,7,0,0,Coupled,79,10,1,0,2014-06-19,2014,41
1021,1974,PhD,28440.0,87,8,0,0,Coupled,63,6,1,0,2013-07-07,2013,39
1022,1953,PhD,64504.0,81,7,0,1,Coupled,1314,25,3,0,2013-03-04,2013,60
1023,1966,Master,33564.0,51,5,0,0,Coupled,71,6,1,0,2014-06-24,2014,48
1024,1978,Graduation,17345.0,79,8,0,0,Coupled,58,7,1,0,2012-11-03,2012,34
1025,1967,PhD,56320.0,11,4,0,0,Coupled,702,21,1,0,2013-04-08,2013,46
1026,1978,Graduation,28647.0,54,7,0,1,Single,94,7,1,1,2013-08-21,2013,35
1027,1987,Basic,15038.0,93,9,0,0,Single,80,7,1,0,2013-01-29,2013,26
1028,1958,PhD,32173.0,0,4,0,0,Single,22,5,1,0,2013-08-01,2013,55
1029,1964,2n Cycle,68316.0,54,6,0,0,Coupled,1211,32,1,0,2012-11-04,2012,48
1030,1971,Graduation,74538.0,21,3,0,1,Coupled,1461,22,0,1,2013-06-29,2013,42
1031,1971,Graduation,91700.0,58,3,0,1,Single,1968,20,0,0,2013-01-17,2013,42
1032,1969,Graduation,68695.0,3,2,0,0,Coupled,1091,16,0,0,2014-06-25,2014,45
1033,1977,2n Cycle,31056.0,99,8,0,0,Coupled,55,5,1,0,2013-01-22,2013,36
1034,1973,Graduation,79593.0,70,2,0,0,Coupled,1366,19,0,1,2014-05-12,2014,41
1035,1980,Graduation,28071.0,65,8,0,0,Single,313,13,0,0,2012-08-29,2012,32
1036,1958,PhD,37334.0,44,4,0,0,Coupled,62,11,2,0,2014-02-26,2014,56
1037,1972,Master,46423.0,6,7,0,0,Single,92,9,2,0,2013-09-18,2013,41
1038,1971,PhD,37126.0,9,6,0,1,Coupled,72,6,1,1,2014-03-30,2014,43
1039,1953,Graduation,47703.0,95,5,0,0,Coupled,655,21,1,0,2013-05-29,2013,60
1040,1959,Graduation,61180.0,70,3,0,0,Coupled,704,18,1,1,2014-04-23,2014,55
1041,1954,Graduation,38998.0,92,8,1,0,Coupled,54,8,2,0,2012-11-03,2012,58
1042,1991,Graduation,8028.0,62,19,0,0,Single,178,16,0,0,2012-09-18,2012,21
1043,1962,Graduation,76081.0,85,2,0,0,Coupled,1033,14,0,1,2014-05-23,2014,52
1044,1986,Graduation,34728.0,2,6,0,1,Coupled,36,5,1,0,2013-07-30,2013,27
1045,1965,Master,33168.0,0,7,0,0,Single,122,10,1,0,2012-10-13,2012,47
1046,1966,Master,33585.0,91,4,0,0,Coupled,122,7,1,0,2013-09-25,2013,47
1047,1960,PhD,77037.0,3,3,0,0,Coupled,1123,27,1,0,2013-10-13,2013,53
1048,1984,Graduation,35196.0,68,8,0,1,Coupled,497,18,1,0,2012-11-13,2012,28
1049,1966,Graduation,44529.0,98,5,0,0,Coupled,691,25,1,1,2013-07-05,2013,47
1050,1965,2n Cycle,70924.0,41,3,0,0,Coupled,1363,20,0,1,2014-04-07,2014,49
1051,1966,PhD,28764.0,16,8,0,0,Coupled,12,4,2,1,2014-06-05,2014,48
1052,1949,PhD,69098.0,82,5,0,0,Coupled,2440,25,0,0,2013-02-16,2013,64
1053,1970,2n Cycle,25959.0,1,6,0,1,Single,56,7,2,0,2013-02-14,2013,43
1054,1983,Master,27100.0,64,7,0,0,Coupled,37,5,1,0,2013-04-05,2013,30
1055,1985,Graduation,70596.0,68,2,0,0,Single,968,21,0,0,2012-10-05,2012,27
1056,1974,Graduation,42557.0,98,8,0,0,Coupled,270,15,1,0,2012-08-29,2012,38
1057,1951,PhD,53312.0,32,7,0,0,Coupled,278,12,0,0,2013-08-09,2013,62
1058,1952,Graduation,72228.0,87,3,0,0,Single,1250,22,0,0,2012-11-27,2012,60
1059,1987,Graduation,67605.0,84,1,0,0,Coupled,938,17,0,0,2013-03-31,2013,26
1060,1949,Master,62845.0,3,8,0,0,Coupled,1178,28,2,1,2012-10-01,2012,63
1061,1958,Graduation,65196.0,34,5,0,0,Coupled,1155,26,2,1,2013-07-25,2013,55
1062,1987,PhD,42000.0,23,5,0,1,Single,653,20,0,0,2013-01-10,2013,26
1063,1973,PhD,35860.0,37,5,0,0,Single,49,6,2,1,2014-05-19,2014,41
1064,1964,PhD,65526.0,22,2,0,0,Coupled,506,17,1,0,2014-04-11,2014,50
1065,1961,Graduation,16860.0,19,7,0,0,Coupled,38,8,2,0,2012-09-12,2012,51
1066,1992,Graduation,83528.0,7,1,0,1,Single,1650,23,0,2,2014-05-01,2014,22
1067,1965,2n Cycle,64176.0,52,6,0,0,Single,1826,33,1,0,2012-08-03,2012,47
1068,1956,Graduation,22304.0,91,8,0,0,Single,18,4,0,0,2012-08-04,2012,56
1069,1978,Graduation,67023.0,93,2,1,0,Coupled,906,24,0,0,2014-03-04,2014,36
1070,1971,PhD,32892.0,78,8,0,0,Coupled,46,8,1,0,2014-05-25,2014,43
1071,1966,Graduation,70713.0,23,3,0,0,Coupled,1477,25,1,0,2012-12-03,2012,46
1072,1955,Graduation,59925.0,83,6,0,0,Coupled,766,23,1,0,2012-11-30,2012,57
1073,1953,Graduation,39722.0,92,5,0,0,Coupled,47,7,1,0,2014-02-24,2014,61
1074,1958,Graduation,46610.0,4,6,0,0,Coupled,467,14,0,0,2013-07-18,2013,55
1075,1961,Graduation,88347.0,32,1,0,0,Coupled,2116,21,0,1,2013-07-03,2013,52
1076,1981,PhD,87171.0,27,2,0,0,Coupled,1298,25,0,2,2013-05-01,2013,32
1077,1976,2n Cycle,26907.0,10,7,0,0,Coupled,22,6,2,0,2013-08-20,2013,37
1078,1968,Master,50014.0,9,5,0,0,Single,396,15,1,0,2014-01-22,2014,46
1079,1978,PhD,41014.0,65,7,0,0,Coupled,20,4,1,0,2013-04-22,2013,35
1080,1965,Graduation,66294.0,68,2,0,0,Single,967,13,0,0,2014-03-17,2014,49
1081,1971,Graduation,36715.0,16,9,0,1,Coupled,357,19,1,0,2012-11-17,2012,41
1082,1956,Graduation,79456.0,12,3,0,1,Coupled,1401,16,0,0,2012-08-22,2012,56
1083,1982,Graduation,40479.0,95,4,0,0,Coupled,15,4,1,0,2013-08-17,2013,31
1084,1970,Master,75345.0,16,3,0,1,Single,2087,20,0,1,2013-02-02,2013,43
1085,1977,Graduation,54233.0,46,8,0,0,Coupled,981,26,1,0,2013-02-04,2013,36
1086,1970,Graduation,24163.0,3,4,0,0,Single,17,6,2,0,2013-10-12,2013,43
1087,1958,PhD,84460.0,80,5,0,1,Coupled,523,22,0,4,2013-01-04,2013,55
1088,1983,Graduation,43776.0,77,6,0,0,Coupled,23,4,1,0,2014-05-03,2014,31
1089,1958,PhD,71691.0,0,2,0,1,Single,1192,17,0,0,2014-03-17,2014,56
1090,1973,PhD,85844.0,62,2,0,0,Coupled,1958,20,0,1,2014-05-29,2014,41
1091,1974,PhD,39190.0,91,5,0,0,Single,133,9,1,0,2014-04-26,2014,40
1092,1959,Graduation,71367.0,24,2,0,0,Coupled,777,17,0,0,2013-08-23,2013,54
1093,1972,PhD,38578.0,2,8,0,0,Single,73,9,2,0,2013-06-22,2013,41
1094,1965,PhD,57236.0,22,3,0,0,Coupled,121,10,2,0,2014-03-12,2014,49
1095,1979,Graduation,61825.0,56,4,0,0,Single,424,15,1,0,2013-08-07,2013,34
1096,1958,Graduation,79803.0,54,1,0,0,Single,868,13,1,0,2014-06-02,2014,56
1097,1986,2n Cycle,80910.0,71,1,0,0,Single,756,15,0,0,2012-10-31,2012,26
1098,1982,Master,27590.0,38,7,0,0,Coupled,12,4,1,0,2013-04-23,2013,31
1099,1979,Graduation,56775.0,62,5,0,0,Coupled,937,25,1,0,2013-01-02,2013,34
1100,1975,Graduation,83829.0,78,1,0,1,Single,1862,17,0,3,2013-10-08,2013,38
1101,1979,2n Cycle,54210.0,18,5,0,0,Coupled,367,14,1,0,2013-05-20,2013,34
1102,1986,Graduation,38508.0,95,8,0,0,Coupled,443,20,1,0,2013-08-02,2013,27
1103,1970,Graduation,53187.0,66,5,0,0,Coupled,267,13,1,0,2013-10-26,2013,43
1104,1972,Graduation,30023.0,28,8,0,0,Coupled,61,6,1,0,2014-03-24,2014,42
1105,1960,PhD,76045.0,78,2,0,0,Single,1323,21,0,1,2013-11-15,2013,53
1106,1952,PhD,50870.0,13,5,0,0,Coupled,63,6,1,0,2014-06-19,2014,62
1107,1970,2n Cycle,15315.0,27,5,0,0,Coupled,64,8,0,0,2013-08-03,2013,43
1108,1974,2n Cycle,65463.0,17,5,0,0,Coupled,562,19,1,1,2014-01-30,2014,40
1109,1965,Graduation,66480.0,71,4,0,0,Coupled,312,19,2,0,2014-05-31,2014,49
1110,1954,Graduation,76773.0,79,1,0,0,Single,1156,16,0,0,2013-02-25,2013,59
1111,1983,2n Cycle,81698.0,1,5,0,1,Single,1104,16,0,1,2013-03-01,2013,30
1112,1973,PhD,54466.0,78,5,0,0,Single,16,4,2,0,2014-02-09,2014,41
1113,1960,Master,98777.0,23,1,0,0,Single,2008,19,0,1,2014-02-17,2014,54
1114,1984,PhD,16269.0,75,8,0,0,Single,44,9,1,0,2013-08-30,2013,29
1115,1971,Graduation,71819.0,70,6,0,0,Coupled,1574,14,1,2,2013-08-28,2013,42
1116,1983,PhD,33569.0,10,8,0,1,Coupled,63,5,1,1,2013-10-16,2013,30
1117,1983,Master,36262.0,24,6,0,1,Coupled,426,12,0,1,2013-09-20,2013,30
1118,1966,Basic,22634.0,47,8,0,0,Coupled,96,6,0,0,2013-01-16,2013,47
1119,1978,2n Cycle,47025.0,98,9,0,0,Coupled,635,23,1,0,2013-09-12,2013,35
1120,1968,Graduation,70566.0,4,3,0,0,Single,757,22,1,0,2013-10-06,2013,45
1121,1979,PhD,31605.0,15,7,0,0,Coupled,125,9,1,0,2012-11-22,2012,33
1122,1973,Master,52034.0,67,7,0,0,Single,332,16,2,0,2013-05-17,2013,40
1123,1979,Graduation,48526.0,32,3,0,0,Single,135,8,1,0,2013-12-24,2013,34
1124,1954,Graduation,46734.0,40,7,0,0,Coupled,330,14,1,0,2012-11-18,2012,58
1125,1962,Graduation,39552.0,54,8,0,1,Single,384,20,2,0,2012-12-18,2012,50
1126,1966,Graduation,86358.0,78,8,0,0,Single,1722,18,2,0,2012-08-08,2012,46
1127,1977,Graduation,46931.0,94,3,0,0,Coupled,78,7,3,0,2014-04-24,2014,37
1128,1985,Basic,16581.0,51,4,0,0,Single,24,4,0,0,2013-01-12,2013,28
1129,1952,2n Cycle,63998.0,42,4,0,1,Single,1168,25,0,0,2013-12-20,2013,61
1130,1951,Master,67381.0,67,7,0,0,Coupled,957,17,1,1,2013-01-15,2013,62
1131,1967,Graduation,25930.0,87,7,0,0,Single,15,4,2,0,2013-10-10,2013,46
1132,1978,Graduation,42693.0,29,5,0,0,Coupled,57,5,1,0,2014-06-07,2014,36
1133,1976,Graduation,85606.0,89,3,0,0,Coupled,1956,24,1,1,2012-11-12,2012,36
1134,1985,Graduation,72903.0,74,4,0,1,Single,2013,21,0,3,2013-10-29,2013,28
1135,1974,2n Cycle,49669.0,97,6,0,0,Coupled,326,14,1,0,2014-05-24,2014,40
1136,1968,PhD,36778.0,63,9,0,0,Coupled,77,9,2,0,2012-08-05,2012,44
1137,1962,PhD,85696.0,88,1,0,1,Single,1313,20,0,0,2013-05-03,2013,51
1138,1989,Master,10979.0,34,5,0,0,Single,30,8,0,0,2014-05-22,2014,25
1139,1961,Graduation,49678.0,81,7,0,0,Coupled,315,14,1,0,2013-02-02,2013,52
1140,1953,Master,56129.0,65,4,0,0,Coupled,660,22,1,0,2013-06-20,2013,60
1141,1989,Graduation,37155.0,51,5,0,0,Coupled,74,7,1,0,2013-01-31,2013,24
1142,1978,2n Cycle,21282.0,76,6,0,0,Single,46,7,1,0,2014-05-11,2014,36
1143,1962,PhD,33419.0,76,7,0,0,Single,86,8,1,0,2013-08-17,2013,51
1144,1945,Graduation,63285.0,84,3,0,0,Single,1103,25,0,0,2013-11-05,2013,68
1145,1974,Master,21255.0,56,4,0,0,Coupled,61,11,1,0,2014-01-21,2014,40
1146,1981,Graduation,42162.0,31,6,0,1,Coupled,145,9,1,1,2013-11-19,2013,32
1147,1956,Graduation,54450.0,0,8,0,0,Coupled,684,31,2,0,2012-09-14,2012,56
1148,1954,PhD,57744.0,91,8,0,0,Coupled,411,16,1,0,2013-11-12,2013,59
1149,1986,Graduation,26576.0,40,9,0,1,Single,27,4,1,1,2012-10-13,2012,26
1150,1943,PhD,57513.0,59,6,0,0,Single,1060,27,0,0,2013-07-06,2013,70
1151,1964,Graduation,68142.0,96,6,0,0,Coupled,1459,24,1,0,2012-08-29,2012,48
1152,1979,Graduation,7500.0,61,8,0,0,Coupled,18,4,1,0,2012-08-29,2012,33
1153,1974,Graduation,83145.0,14,2,0,1,Coupled,1833,26,0,1,2012-09-22,2012,38
1154,1960,Master,54197.0,16,1,0,0,Coupled,237,12,1,0,2014-04-03,2014,54
1155,1963,PhD,23091.0,98,7,0,0,Single,48,10,2,0,2014-05-28,2014,51
1156,1976,Graduation,46049.0,11,7,0,1,Coupled,515,26,2,0,2013-07-21,2013,37
1157,1974,Graduation,56715.0,52,4,0,0,Coupled,1020,15,0,0,2012-12-05,2012,38
1158,1961,Graduation,79410.0,19,1,0,0,Coupled,1370,11,0,0,2014-05-29,2014,53
1159,1951,Graduation,57304.0,61,5,0,0,Coupled,1026,25,1,0,2013-03-11,2013,62
1160,1965,Graduation,44375.0,73,5,0,0,Coupled,301,12,1,0,2014-03-23,2014,49
1161,1956,Graduation,54450.0,0,8,0,0,Coupled,684,31,2,0,2012-09-14,2012,56
1162,1965,Graduation,59594.0,74,7,0,0,Coupled,499,17,1,1,2012-10-20,2012,47
1163,1994,Graduation,80685.0,55,2,0,0,Coupled,1004,21,0,0,2012-08-22,2012,18
1164,1974,PhD,40344.0,48,7,0,0,Coupled,218,12,1,0,2013-10-13,2013,39
1165,1972,Graduation,62710.0,53,4,0,0,Coupled,606,22,1,0,2013-05-23,2013,41
1166,1968,2n Cycle,48985.0,13,3,0,0,Coupled,75,6,1,0,2013-07-05,2013,45
1167,1968,Graduation,35322.0,34,8,0,0,Coupled,106,9,3,0,2012-08-22,2012,44
1168,1948,Graduation,77142.0,54,2,0,0,Coupled,990,17,0,0,2013-05-29,2013,65
1169,1969,Graduation,81657.0,69,1,0,0,Single,1097,16,0,0,2014-01-22,2014,45
1170,1996,Basic,14421.0,81,5,0,0,Coupled,16,4,0,1,2014-02-17,2014,18
